sl_no,product_name,image_file,match_level,source_shop,source_product_name,source_page_url,image_url,note
93,"3.5"" (1Pce) Make My Trip (Branded)",093_3_5_1Pce_Make_My_Trip_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),3.5″ (1Pce) Make My Trip (Branded),https://srivelavanpattasukadai.com/product/3-5-single-make-my-trip/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/77.-3.5-1Pce-Make-My-Trip.jpg,
94,"3.5"" (1Pce) Ixigo (Branded)",094_3_5_1Pce_Ixigo_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),3.5″ (1Pce) Ixigo (Branded),https://srivelavanpattasukadai.com/product/3-5-1pce-royal/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/78.-3.5-1Pce-Ixigo.jpg,
95,"3.5"" (1Pce) Goibibo (Branded)",095_3_5_1Pce_Goibibo_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),3.5″ (1Pce) Goibibo (Branded),https://srivelavanpattasukadai.com/product/3-5-1pce-mega-mix/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/79.-3.5-1Pce-Goibibo.jpg,
96,"3.5"" (1Pce) Tripp.com (Branded)",096_3_5_1Pce_Tripp_com_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),3.5″ (1Pce) Tripp.com (Branded),https://srivelavanpattasukadai.com/product/3-5-1pce-hemnath-light/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/80.-3.5-1Pce-Tripp.com_.jpg,
97,"4"" (1Pce) Mufasa",097_4_1Pce_Mufasa.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),4″ (1Pce) Mufasa,https://srivelavanpattasukadai.com/product/4-1pce-golden-star/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/mufasa.png,
98,"4"" (1Pce) Avatar",098_4_1Pce_Avatar.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),4″ (1Pce) Avatar,https://srivelavanpattasukadai.com/product/4-single-kisan/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/avatar.png,
99,"4"" (1Pce) Godzilla Vs Kong",099_4_1Pce_Godzilla_Vs_Kong.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),4″ (1Pce) Godzilla Vs Kong,https://srivelavanpattasukadai.com/product/4-single-green-city/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/Gorzilla-kong.png,
100,"4"" (1Pce) Sonar / Cithurakar / Ragwal",100_4_1Pce_Sonar_Cithurakar_Ragwal.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),4″ (1Pce) Sonar / Cithurakar / Ragwal,https://srivelavanpattasukadai.com/product/4-1pce-sonar/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/84.-4-1Pce-Sonar.jpg,
101,"4"" (1Pce) Cool Rain",101_4_1Pce_Cool_Rain.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),4″ (1Pce) Cool Rain,https://srivelavanpattasukadai.com/product/4-single-sun-rise/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/83.-4-1Pce-Cool-Rain.jpg,
102,"4"" (1Pce) Angel Dream",102_4_1Pce_Angel_Dream.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),4″ (1Pce) Angel Dream,https://srivelavanpattasukadai.com/product/4-single-manji/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/82.-4-1Pce-Angel-Dream.jpg,
103,"4"" (1Pce) Golden Star",103_4_1Pce_Golden_Star.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),4″ (1Pce) Golden Star,https://srivelavanpattasukadai.com/product/4-1pce-golden-star-2/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/81.-4-1Pce-Golden-Star.jpg,
104,"4"" (2Pcs) Chennai Super Kings",104_4_2Pcs_Chennai_Super_Kings.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),4″ (2Pcs) Chennai Super Kings,https://srivelavanpattasukadai.com/product/4-double-pack-agni/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/csk.png,
105,"4"" (2Pcs) Royal Challengers Bengaluru",105_4_2Pcs_Royal_Challengers_Bengaluru.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),4″ (2Pcs) Royal Challengers Bengaluru,https://srivelavanpattasukadai.com/product/4-double-pack-benz/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/RCB.png,
106,"4"" (2Pcs) Mumbai Indians",106_4_2Pcs_Mumbai_Indians.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),4″ (2Pcs) Mumbai Indians,https://srivelavanpattasukadai.com/product/4-double-pack-grpsy/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/MI.png,
107,"4"" (2Pcs) Rajasthan Royals",107_4_2Pcs_Rajasthan_Royals.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),4″ (2Pcs) Rajasthan Royals,https://srivelavanpattasukadai.com/product/4-2pcs-double-pack-youtube/,https://srivelavanpattasukadai.com/wp-content/uploads/2025/08/RR.png,
108,"4"" (2Pcs) Delhi Capitals",108_4_2Pcs_Delhi_Capitals.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),4″ (2Pcs) Delhi Capitals,https://srivelavanpattasukadai.com/product/4-2pcs-delhi-capitals/,https://srivelavanpattasukadai.com/wp-content/uploads/2026/09/DC.png,
109,4' Premium Aerial Shells - Game One,109_4_Premium_Aerial_Shells_Game_One.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),4′ Premium Aerial Shells – Game One,https://srivelavanpattasukadai.com/product/4-premium-aerial-shells-game-one/,https://srivelavanpattasukadai.com/wp-content/uploads/2026/09/game-on.png,
110,4' Premium Aerial Shells - Purple Mania,110_4_Premium_Aerial_Shells_Purple_Mania.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),4′ Premium Aerial Shells – Purple Mania,https://srivelavanpattasukadai.com/product/4-premium-aerial-shells-purple-mania/,https://srivelavanpattasukadai.com/wp-content/uploads/2026/09/purple-maina.png,
111,4' Premium Aerial Shells - Palm Thunder,111_4_Premium_Aerial_Shells_Palm_Thunder.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),4′ Premium Aerial Shells – Palm Thunder,https://srivelavanpattasukadai.com/product/4-premium-aerial-shells-palm-thunder/,https://srivelavanpattasukadai.com/wp-content/uploads/2026/09/thunder.png,
112,"3.5"" Double Effect Chandrayaan 2",112_3_5_Double_Effect_Chandrayaan_2.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),3.5” Double Effect Chandrayaan 2,https://srivelavanpattasukadai.com/product/double-effect-4-hubba-bubba/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/91.-3.5_-Double-Effect-Chandrayaan-2.jpg,
113,"3.5"" Double Effect India-Russia",113_3_5_Double_Effect_India_Russia.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),3.5” Double Effect India-Russia,https://srivelavanpattasukadai.com/product/double-effect-4-hot-cool/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/92.-3.5_-Double-Effect-India-Russia.jpg,
114,"4"" Double Effect Pipe",114_4_Double_Effect_Pipe.jpg,TYPE,sivancrackers.com,4'' Double Ball Fancy 5 Design 1 Box - 1 Piece,https://www.sivancrackers.com/,https://sivancrackers.s3.ap-south-1.amazonaws.com/products/images/ef649f6822ab7262cbb70fd0176a543c.webp,"4"" double effect pipe"
115,"4.5"" Tube Pipe After Darkk Silver",115_4_5_Tube_Pipe_After_Darkk_Silver.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),4.5” Tube Pipe After Darkk Silver,https://srivelavanpattasukadai.com/product/3-5-triple-duck-tales/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/after-dark.png,
116,"4.5"" Tube Pipe Magic Moments Multi Colour",116_4_5_Tube_Pipe_Magic_Moments_Multi_Colour.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),4.5” Tube Pipe Magic Moments Multi Colour,https://srivelavanpattasukadai.com/product/3-5-triple-scooby-doo/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/magic-moment.png,
117,"4.5"" Tube Pipe BOLS Red",117_4_5_Tube_Pipe_BOLS_Red.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),4.5” Tube Pipe BOLS Red,https://srivelavanpattasukadai.com/product/3-5-triple-tom-jerry/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/bouquest.png,
118,"6"" (1Pce) Pipe Sizzling",118_6_1Pce_Pipe_Sizzling.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),6” (1Pce) Pipe Sizzling,https://srivelavanpattasukadai.com/product/6-1pce-pipe-sizzling/,https://srivelavanpattasukadai.com/wp-content/uploads/2025/08/100.-6_-1Pce-Pipe-Sizzling.jpg,
119,"6"" (1Pce) Pipe Spider Sound",119_6_1Pce_Pipe_Spider_Sound.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),6” (1Pce) Pipe Spider Sound,https://srivelavanpattasukadai.com/product/6-1pce-pipe-spider-sound/,https://srivelavanpattasukadai.com/wp-content/uploads/2025/08/101.-6_-1Pce-Pipe-Spider-Sound.jpg,
120,City Jumpers (Paris/Tokyo),120_City_Jumpers_Paris_Tokyo.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),City Jumpers (Paris),https://srivelavanpattasukadai.com/product/city-jumpers-paris/,https://srivelavanpattasukadai.com/wp-content/uploads/2026/09/jump-city-paris.png,
121,City Jumpers (Tokyo),121_City_Jumpers_Tokyo.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),City Jumpers (Tokyo),https://srivelavanpattasukadai.com/product/city-jumpers-tokyo/,https://srivelavanpattasukadai.com/wp-content/uploads/2026/09/jump-city-tokyo.png,
122,City Jumpers (NewYork),122_City_Jumpers_NewYork.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),City Jumpers (NewYork),https://srivelavanpattasukadai.com/product/city-jumpers-newyork/,https://srivelavanpattasukadai.com/wp-content/uploads/2026/09/jump-city-new-york.png,
123,12 Shots - Square Rider,123_12_Shots_Square_Rider.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),12 Shots – Square Rider,https://srivelavanpattasukadai.com/product/12-shots-colour-red-green/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/102.-12-Shots-Square-Rider.jpg,
124,12 Shots Colour (Red & Green),124_12_Shots_Colour_Red_Green.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),12 Shots Colour (Red & Green),https://srivelavanpattasukadai.com/product/30-multi-colour-shots/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/12-shot-red-green1.png,
125,25 Shots,125_25_Shots.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),25 Shots,https://srivelavanpattasukadai.com/product/60-multi-colour-shots/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/105.-25-Shots.jpg,
126,30 Multi Colour Shots,126_30_Multi_Colour_Shots.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),30 Multi Colour Shots,https://srivelavanpattasukadai.com/product/120-multi-colour-shots/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/30-shot-1.png,
127,60 Multi Colour Shots,127_60_Multi_Colour_Shots.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),60 Multi Colour Shots,https://srivelavanpattasukadai.com/product/240-multi-colour-shots/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/60-shot.png,
128,120 Multi Colour Shots,128_120_Multi_Colour_Shots.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),240 Multi Colour Shots,https://srivelavanpattasukadai.com/product/25-shots/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/109.-240-Multi-Colour-Shots.jpg,
129,240 Multi Colour Shots,129_240_Multi_Colour_Shots.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),240 Multi Colour Shots,https://srivelavanpattasukadai.com/product/25-shots/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/109.-240-Multi-Colour-Shots.jpg,
130,7cm Electric Sparklers (Branded),130_7cm_Electric_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),7cm Electric Sparklers (Branded),https://srivelavanpattasukadai.com/product/7cm-electric-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/7cm-eletric.png,
131,7cm Crackling Sparklers (Branded),131_7cm_Crackling_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),7cm Crackling Sparklers (Branded),https://srivelavanpattasukadai.com/product/7cm-crackling-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/7cm-colour.png,
132,7cm Green Sparklers (Branded),132_7cm_Green_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),7cm Green Sparklers (Branded),https://srivelavanpattasukadai.com/product/7cm-green-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/7cm-green.png,
133,7cm Red Sparklers (Branded),133_7cm_Red_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),7cm Red Sparklers (Branded),https://srivelavanpattasukadai.com/product/7cm-red-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/7cm-red-1.png,
134,10cm Electric Sparklers (Branded),134_10cm_Electric_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),10cm Electric Sparklers (Branded),https://srivelavanpattasukadai.com/product/10cm-electric-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/10cm-eletric.png,
135,10cm Crackling Sparklers (Branded),135_10cm_Crackling_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),10cm Crackling Sparklers (Branded),https://srivelavanpattasukadai.com/product/10cm-crackling-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/10cm-colour.png,
136,10cm Green Sparklers (Branded),136_10cm_Green_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),10cm Green Sparklers (Branded),https://srivelavanpattasukadai.com/product/10cm-green-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/10cm-green.png,
137,10cm Red Sparklers (Branded),137_10cm_Red_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),10cm Red Sparklers (Branded),https://srivelavanpattasukadai.com/product/10cm-red-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/10cm-red.png,
138,12cm Electric Sparklers (Branded),138_12cm_Electric_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),12cm Electric Sparklers (Branded),https://srivelavanpattasukadai.com/product/12cm-electric-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/12cm-eletric.png,
139,12cm Crackling Sparklers (Branded),139_12cm_Crackling_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),12cm Crackling Sparklers (Branded),https://srivelavanpattasukadai.com/product/12cm-crackling-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/12cm-colour.png,
140,12cm Green Sparklers (Branded),140_12cm_Green_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),12cm Green Sparklers (Branded),https://srivelavanpattasukadai.com/product/12cm-green-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/12cm-green.png,
141,12cm Red Sparklers (Branded),141_12cm_Red_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),12cm Red Sparklers (Branded),https://srivelavanpattasukadai.com/product/12cm-red-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/12cm-red.png,
142,15cm Electric Sparklers (Branded),142_15cm_Electric_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),15cm Electric Sparklers (Branded),https://srivelavanpattasukadai.com/product/15cm-electric-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/15cm-eletric.png,
143,15cm Crackling Sparklers (Branded),143_15cm_Crackling_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),15cm Crackling Sparklers (Branded),https://srivelavanpattasukadai.com/product/15cm-crackling-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/15cm-colour.png,
144,15cm Green Sparklers (Branded),144_15cm_Green_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),15cm Green Sparklers(Branded),https://srivelavanpattasukadai.com/product/15cm-green-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/15cm-green.png,
145,15cm Red Sparklers (Branded),145_15cm_Red_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),15cm Red Sparklers (Branded),https://srivelavanpattasukadai.com/product/15cm-red-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/15cm-red.png,
146,30cm Electric Sparklers (Branded),146_30cm_Electric_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),30cm Electric Sparklers (Branded),https://srivelavanpattasukadai.com/product/30cm-electric-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/30cm-eletric.png,
147,30cm Crackling Sparklers,147_30cm_Crackling_Sparklers.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),30cm Crackling Sparklers (Branded),https://srivelavanpattasukadai.com/product/30cm-crackling-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/30cm-colour.png,
148,30cm Green Sparklers (Branded),148_30cm_Green_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),30cm Green Sparklers (Branded),https://srivelavanpattasukadai.com/product/30cm-green-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/30cm-green.png,
149,30cm Red Sparklers (Branded),149_30cm_Red_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),30cm Red Sparklers (Branded),https://srivelavanpattasukadai.com/product/30cm-red-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/30cm-red.png,
150,50cm Electric Sparklers (Branded),150_50cm_Electric_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),30cm Electric Sparklers (Branded),https://srivelavanpattasukadai.com/product/30cm-electric-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/30cm-eletric.png,
151,50cm Crackling Sparklers (Branded),151_50cm_Crackling_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),50cm Crackling Sparklers (Branded),https://srivelavanpattasukadai.com/product/50cm-crackling-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/50cm-Crackling-Sparklers.png,
152,5 Colours Premium Sparklers (Branded),152_5_Colours_Premium_Sparklers_Branded.jpg,TYPE,sivancrackers.com,30 Cm Colour Sparkler 1 Box - 5 Pieces,https://www.sivancrackers.com/,https://sivancrackers.s3.ap-south-1.amazonaws.com/products/images/c5ce0a57d64294b57ce78a348c14c806.webp,premium colour sparklers pack
153,Millenium Mix Sparklers (Branded),153_Millenium_Mix_Sparklers_Branded.jpg,EXACT,sivancrackers.com,30 CM. Millennium 5 in 1 color mix 1 Box - 5 Pieces,https://www.sivancrackers.com/,https://sivancrackers.s3.ap-south-1.amazonaws.com/products/images/52f211a0dad6be4806caedd9aa89f009.webp,Millennium mix sparklers
154,Lovely Sparklers (Branded),154_Lovely_Sparklers_Branded.jpg,TYPE,sivancrackers.com,15 cm Pink color Sparklers 1 Box - 10 Pieces,https://www.sivancrackers.com/,https://sivancrackers.s3.ap-south-1.amazonaws.com/products/images/b8dcfc88fc19c9c721b1b745020cff10.webp,Lovely variant not listed online
155,50cm Multimix Sparklers (Branded),155_50cm_Multimix_Sparklers_Branded.jpg,EXACT,sivancrackers.com,50 Cm Colour Sparkler 1 Box - 5 Pieces,https://www.sivancrackers.com/,https://sivancrackers.s3.ap-south-1.amazonaws.com/products/images/cd32b24e5d7afffcbcc93a07f97cabf2.webp,multimix = colour sparklers
156,Rotating Sparklers (Branded),156_Rotating_Sparklers_Branded.jpg,EXACT,sivancrackers.com,Rotating Sparklers 1 BOX (5 Sparklers),https://www.sivancrackers.com/,https://sivancrackers.s3.ap-south-1.amazonaws.com/products/images/7c5aac4d0d62115cf7eeb5d521f45ebd.webp,
157,Rotating Red & Green Sparklers (Branded),157_Rotating_Red_Green_Sparklers_Branded.jpg,TYPE,sivancrackers.com,Rotating Sparklers 1 BOX (5 Sparklers),https://www.sivancrackers.com/,https://sivancrackers.s3.ap-south-1.amazonaws.com/products/images/7c5aac4d0d62115cf7eeb5d521f45ebd.webp,red & green variant; same rotating sparkler photo
158,75cm Electric Sparklers (Branded),158_75cm_Electric_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),7cm Electric Sparklers (Branded),https://srivelavanpattasukadai.com/product/7cm-electric-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/7cm-eletric.png,
159,75cm Crackling Sparklers (Branded),159_75cm_Crackling_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),7cm Crackling Sparklers (Branded),https://srivelavanpattasukadai.com/product/7cm-crackling-sparklers/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/7cm-colour.png,
160,Roll Cap,160_Roll_Cap.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),Roll Cap,https://srivelavanpattasukadai.com/product/roll-cap/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/148.-Roll-Cap.jpg,
161,Snake Tablet Big,161_Snake_Tablet_Big.jpg,EXACT,sivancrackers.com,Snake Egg (Big) 1 Box - 10 Pieces,https://www.sivancrackers.com/,https://sivancrackers.s3.ap-south-1.amazonaws.com/products/images/28f6b31da58d407f753275897023abfe.webp,snake tablet big
162,Snake Tablet Anaconda,162_Snake_Tablet_Anaconda.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),Snake Tablet Anaconda,https://srivelavanpattasukadai.com/product/snake-tablet-anaconda/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/anaconda.png,
163,Colour Matches Micromax 3G (Branded),163_Colour_Matches_Micromax_3G_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),Colour Matches Micromax 3G (Branded),https://srivelavanpattasukadai.com/product/colour-matches-deluxe-king-5-in-1/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/match-micromax.png,
164,Colour Matches MAX 3 in 1 Cone (Branded),164_Colour_Matches_MAX_3_in_1_Cone_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),Colour Matches MAX 3 in 1 Cone (Branded),https://srivelavanpattasukadai.com/product/colour-matches-hero/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/match-max.png,
165,Colour Matches Special Deluxe (Branded),165_Colour_Matches_Special_Deluxe_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),Colour Matches Special Deluxe (Branded),https://srivelavanpattasukadai.com/product/colour-matches-vip-laptop/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/match-10-in-one.png,
166,Colour Matches Super Deluxe (Branded),166_Colour_Matches_Super_Deluxe_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),Colour Matches Super Deluxe (Branded),https://srivelavanpattasukadai.com/product/colour-matches-queen-maxx-laptop/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/match-super-dlx-10-in-one.png,
167,Colour Matches Classic 5-in-1 (Branded),167_Colour_Matches_Classic_5_in_1_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),Colour Matches Classic 5-in-1 (Branded),https://srivelavanpattasukadai.com/product/colour-matches-bigg-boss-laptop/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/match-classic-5-in-1.png,
168,Colour Matches 7 Up Rainbow (Branded),168_Colour_Matches_7_Up_Rainbow_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),Colour Matches 7 Up Rainbow (Branded),https://srivelavanpattasukadai.com/product/cartoon/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/match-7-up.png,
169,Colour Matches VIP 10-in-1 (Branded),169_Colour_Matches_VIP_10_in_1_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),Colour Matches VIP 10-in-1 (Branded),https://srivelavanpattasukadai.com/product/colour-matches-baby-box/,https://srivelavanpattasukadai.com/wp-content/uploads/2025/08/match-vip-2.png,
170,Cartoon,170_Cartoon.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),Cartoon,https://srivelavanpattasukadai.com/product/sri-krishna-snake-cartoon-25pcs/,https://srivelavanpattasukadai.com/wp-content/uploads/2025/08/cartoon.png,
171,1/4 Kg Paper Bomb,171_1_4_Kg_Paper_Bomb.jpg,EXACT,chakracrackers.com,Paper Bomb ( காகிதம் பாம் (1/4 கிலோ )),https://chakracrackers.com/product/paper-bomb-1-4-kg/,https://chakracrackers.com/wp-content/uploads/2024/09/Paper_Bomb.jpg,
172,1/2 kg Paper Bomb,172_1_2_kg_Paper_Bomb.jpg,EXACT,chakracrackers.com,Paper Bomb (கா கிதம் பா ம் (1/2 கிலோ )),https://chakracrackers.com/product/paper-bomb-1-2-kg/,https://chakracrackers.com/wp-content/uploads/2024/09/Paper_Bomb.jpg,
173,Paper Bomb / 1Kg,173_Paper_Bomb_1Kg.jpg,EXACT,chakracrackers.com,Paper Bomb( காகிதம் பாம் (1 கிலோ )),https://chakracrackers.com/product/paper-bomb-1-kg/,https://chakracrackers.com/wp-content/uploads/2023/05/v.png,
174,Money Bomb,174_Money_Bomb.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),Money Bomb,https://srivelavanpattasukadai.com/product/money-bomb-2/,https://srivelavanpattasukadai.com/wp-content/uploads/2026/09/money-bomb.png,
175,Pop EYE (Branded),175_Pop_EYE_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),Pop EYE (Branded),https://srivelavanpattasukadai.com/product/ak-47-gun/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/popeye.png,
176,Fire Egg (Branded),176_Fire_Egg_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),Fire Egg (Branded),https://srivelavanpattasukadai.com/product/selfie-stick/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/fire-egg.png,
177,Mega Rocket MIX (Branded),177_Mega_Rocket_MIX_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),Mega Rocket MIX (Branded),https://srivelavanpattasukadai.com/product/chotta-smoke/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/rocket-Blast.png,
178,Bouquet Bonanza 5 Wonder Sparklers (Branded),178_Bouquet_Bonanza_5_Wonder_Sparklers_Branded.jpg,OWN_SHOP,srivelavanpattasukadai.com (own shop),Bouquet Bonanza 5 Wonder Sparklers(Branded),https://srivelavanpattasukadai.com/product/emu-egg/,https://srivelavanpattasukadai.com/wp-content/uploads/2024/09/boquest.png,
179,16 Items - 10 Pcs,179_16_Items_10_Pcs.jpg,TYPE,sivancrackers.com,32 Item Gift box 1 BOX (32 items),https://www.sivancrackers.com/,https://sivancrackers.s3.ap-south-1.amazonaws.com/products/images/c5b3374cef354e84606a489573057dc0.webp,gift box; 16-item pack not listed
